,Name,New Code, code ,Groupping,Sweetness,L,A,B,density,Fatty,Total_protein,Total_sugar,Total_phenol,Total_Flavonoid,Antioxidant,caffeic_acid ,Caffeine,Chrogenic_acid , Trigonelline , Theobromine,K,Ca,Fe,Zn,Na,Mg,sucrose_maltose ,fluctose_arabinise,Lactic_acid,Malic_acid,Propionic_acid,Quinic_acid,Apartic_acid ,Serine, alanine,glycine,threonine, glutamic_acid,proline,lysine,histidine,arginine,valine,metheonine,tyrosine,isoleucine,leucine, phynylalanine,Tryptophan,adenosine
80,PD1,PD10001-1,F14,4,15.3,57.59,2.03,13.95,0.69,569.8,746.81,80.91,2.99,21.57,14.41,0.02,2.23,6.53,1.4,0.0,9167.92,121.13,12.96,15.52,51.45,959.73,28.42,0.53,0.12,3.01,0.04,3.91,152.46,109.54,239.7,35.62,28.43,219.07,51.49,43.03,34.54,159.28,59.61,13.36,33.39,37.3,62.64,70.72,75.32,46.48
81,PD1,PD10001-2,F14,4,15.3,57.59,2.03,13.95,0.69,569.8,746.81,80.91,2.99,21.57,14.41,0.02,2.23,6.53,1.4,0.0,9167.92,121.13,12.96,15.52,51.45,959.73,28.42,0.53,0.12,3.01,0.04,3.91,152.46,109.54,239.7,35.62,28.43,219.07,51.49,43.03,34.54,159.28,59.61,13.36,33.39,37.3,62.64,70.72,75.32,46.48
82,PD1,PD10001-3,F14,4,15.3,57.59,2.03,13.95,0.69,569.8,746.81,80.91,2.99,21.57,14.41,0.02,2.23,6.53,1.4,0.0,9167.92,121.13,12.96,15.52,51.45,959.73,28.42,0.53,0.12,3.01,0.04,3.91,152.46,109.54,239.7,35.62,28.43,219.07,51.49,43.03,34.54,159.28,59.61,13.36,33.39,37.3,62.64,70.72,75.32,46.48
83,PD1,PD10001-4,F14,4,15.3,57.59,2.03,13.95,0.69,569.8,746.81,80.91,2.99,21.57,14.41,0.02,2.23,6.53,1.4,0.0,9167.92,121.13,12.96,15.52,51.45,959.73,28.42,0.53,0.12,3.01,0.04,3.91,152.46,109.54,239.7,35.62,28.43,219.07,51.49,43.03,34.54,159.28,59.61,13.36,33.39,37.3,62.64,70.72,75.32,46.48
84,PD1,PD10001-5,F14,4,15.3,57.59,2.03,13.95,0.69,569.8,746.81,80.91,2.99,21.57,14.41,0.02,2.23,6.53,1.4,0.0,9167.92,121.13,12.96,15.52,51.45,959.73,28.42,0.53,0.12,3.01,0.04,3.91,152.46,109.54,239.7,35.62,28.43,219.07,51.49,43.03,34.54,159.28,59.61,13.36,33.39,37.3,62.64,70.72,75.32,46.48
85,PD1,PD10001-6,F14,4,15.3,57.59,2.03,13.95,0.69,569.8,746.81,80.91,2.99,21.57,14.41,0.02,2.23,6.53,1.4,0.0,9167.92,121.13,12.96,15.52,51.45,959.73,28.42,0.53,0.12,3.01,0.04,3.91,152.46,109.54,239.7,35.62,28.43,219.07,51.49,43.03,34.54,159.28,59.61,13.36,33.39,37.3,62.64,70.72,75.32,46.48
86,PD1,PD10001-7,F14,4,15.3,57.59,2.03,13.95,0.69,569.8,746.81,80.91,2.99,21.57,14.41,0.02,2.23,6.53,1.4,0.0,9167.92,121.13,12.96,15.52,51.45,959.73,28.42,0.53,0.12,3.01,0.04,3.91,152.46,109.54,239.7,35.62,28.43,219.07,51.49,43.03,34.54,159.28,59.61,13.36,33.39,37.3,62.64,70.72,75.32,46.48
87,PD1,PD10001-8,F14,4,15.3,57.59,2.03,13.95,0.69,569.8,746.81,80.91,2.99,21.57,14.41,0.02,2.23,6.53,1.4,0.0,9167.92,121.13,12.96,15.52,51.45,959.73,28.42,0.53,0.12,3.01,0.04,3.91,152.46,109.54,239.7,35.62,28.43,219.07,51.49,43.03,34.54,159.28,59.61,13.36,33.39,37.3,62.64,70.72,75.32,46.48
88,PD2,PD10002-1,F15,4,14.0,50.86,1.85,13.12,0.67,550.6,780.7,88.2,1.82,12.75,13.94,0.02,1.98,6.31,1.5,0.01,11067.27,155.47,15.08,15.87,50.14,1307.14,34.93,1.49,0.11,3.69,0.05,4.52,130.67,84.36,251.57,37.31,33.38,243.79,57.87,48.32,35.16,154.24,64.59,16.34,42.88,40.3,74.26,92.21,138.15,57.29
89,PD2,PD10002-2,F15,4,14.0,50.86,1.85,13.12,0.67,550.6,780.7,88.2,1.82,12.75,13.94,0.02,1.98,6.31,1.5,0.01,11067.27,155.47,15.08,15.87,50.14,1307.14,34.93,1.49,0.11,3.69,0.05,4.52,130.67,84.36,251.57,37.31,33.38,243.79,57.87,48.32,35.16,154.24,64.59,16.34,42.88,40.3,74.26,92.21,138.15,57.29
90,PD2,PD10002-3,F15,4,14.0,50.86,1.85,13.12,0.67,550.6,780.7,88.2,1.82,12.75,13.94,0.02,1.98,6.31,1.5,0.01,11067.27,155.47,15.08,15.87,50.14,1307.14,34.93,1.49,0.11,3.69,0.05,4.52,130.67,84.36,251.57,37.31,33.38,243.79,57.87,48.32,35.16,154.24,64.59,16.34,42.88,40.3,74.26,92.21,138.15,57.29
91,PD2,PD10002-4,F15,4,14.0,50.86,1.85,13.12,0.67,550.6,780.7,88.2,1.82,12.75,13.94,0.02,1.98,6.31,1.5,0.01,11067.27,155.47,15.08,15.87,50.14,1307.14,34.93,1.49,0.11,3.69,0.05,4.52,130.67,84.36,251.57,37.31,33.38,243.79,57.87,48.32,35.16,154.24,64.59,16.34,42.88,40.3,74.26,92.21,138.15,57.29
92,PD2,PD10002-5,F15,4,14.0,50.86,1.85,13.12,0.67,550.6,780.7,88.2,1.82,12.75,13.94,0.02,1.98,6.31,1.5,0.01,11067.27,155.47,15.08,15.87,50.14,1307.14,34.93,1.49,0.11,3.69,0.05,4.52,130.67,84.36,251.57,37.31,33.38,243.79,57.87,48.32,35.16,154.24,64.59,16.34,42.88,40.3,74.26,92.21,138.15,57.29
93,PD2,PD10002-6,F15,4,14.0,50.86,1.85,13.12,0.67,550.6,780.7,88.2,1.82,12.75,13.94,0.02,1.98,6.31,1.5,0.01,11067.27,155.47,15.08,15.87,50.14,1307.14,34.93,1.49,0.11,3.69,0.05,4.52,130.67,84.36,251.57,37.31,33.38,243.79,57.87,48.32,35.16,154.24,64.59,16.34,42.88,40.3,74.26,92.21,138.15,57.29
94,PD3,PD10003-1,F16,4,17.3,55.58,0.7,13.01,0.66,640.0,686.31,68.32,2.38,17.01,14.29,0.02,2.15,6.17,1.48,0.01,8984.49,144.35,15.23,19.68,51.29,1084.25,40.53,0.87,0.15,3.1,0.04,3.87,164.47,108.13,286.83,31.43,33.27,248.36,54.82,50.75,35.74,258.19,58.71,15.48,37.27,34.31,70.36,84.66,146.07,49.1
95,PD3,PD10003-2,F16,4,17.3,55.58,0.7,13.01,0.66,640.0,686.31,68.32,2.38,17.01,14.29,0.02,2.15,6.17,1.48,0.01,8984.49,144.35,15.23,19.68,51.29,1084.25,40.53,0.87,0.15,3.1,0.04,3.87,164.47,108.13,286.83,31.43,33.27,248.36,54.82,50.75,35.74,258.19,58.71,15.48,37.27,34.31,70.36,84.66,146.07,49.1
96,PD3,PD10003-3,F16,4,17.3,55.58,0.7,13.01,0.66,640.0,686.31,68.32,2.38,17.01,14.29,0.02,2.15,6.17,1.48,0.01,8984.49,144.35,15.23,19.68,51.29,1084.25,40.53,0.87,0.15,3.1,0.04,3.87,164.47,108.13,286.83,31.43,33.27,248.36,54.82,50.75,35.74,258.19,58.71,15.48,37.27,34.31,70.36,84.66,146.07,49.1
97,PD3,PD10003-4,F16,4,17.3,55.58,0.7,13.01,0.66,640.0,686.31,68.32,2.38,17.01,14.29,0.02,2.15,6.17,1.48,0.01,8984.49,144.35,15.23,19.68,51.29,1084.25,40.53,0.87,0.15,3.1,0.04,3.87,164.47,108.13,286.83,31.43,33.27,248.36,54.82,50.75,35.74,258.19,58.71,15.48,37.27,34.31,70.36,84.66,146.07,49.1
98,PD3,PD10003-5,F16,4,17.3,55.58,0.7,13.01,0.66,640.0,686.31,68.32,2.38,17.01,14.29,0.02,2.15,6.17,1.48,0.01,8984.49,144.35,15.23,19.68,51.29,1084.25,40.53,0.87,0.15,3.1,0.04,3.87,164.47,108.13,286.83,31.43,33.27,248.36,54.82,50.75,35.74,258.19,58.71,15.48,37.27,34.31,70.36,84.66,146.07,49.1
99,PD3,PD10003-6,F16,4,17.3,55.58,0.7,13.01,0.66,640.0,686.31,68.32,2.38,17.01,14.29,0.02,2.15,6.17,1.48,0.01,8984.49,144.35,15.23,19.68,51.29,1084.25,40.53,0.87,0.15,3.1,0.04,3.87,164.47,108.13,286.83,31.43,33.27,248.36,54.82,50.75,35.74,258.19,58.71,15.48,37.27,34.31,70.36,84.66,146.07,49.1
100,PD4,PD10004-1,F17,4,17.7,52.76,1.85,13.6,0.67,504.9,806.48,70.64,1.52,10.48,13.73,0.02,1.82,5.95,1.19,0.0,11594.47,146.71,17.2,17.93,51.25,1344.09,39.13,2.33,0.08,3.78,0.06,4.62,250.15,140.74,349.14,41.26,38.68,294.64,64.12,53.58,45.87,374.81,74.62,16.15,43.66,46.82,82.69,92.5,145.94,44.84
101,PD4,PD10004-2,F17,4,17.7,52.76,1.85,13.6,0.67,504.9,806.48,70.64,1.52,10.48,13.73,0.02,1.82,5.95,1.19,0.0,11594.47,146.71,17.2,17.93,51.25,1344.09,39.13,2.33,0.08,3.78,0.06,4.62,250.15,140.74,349.14,41.26,38.68,294.64,64.12,53.58,45.87,374.81,74.62,16.15,43.66,46.82,82.69,92.5,145.94,44.84
102,PD4,PD10004-3,F17,4,17.7,52.76,1.85,13.6,0.67,504.9,806.48,70.64,1.52,10.48,13.73,0.02,1.82,5.95,1.19,0.0,11594.47,146.71,17.2,17.93,51.25,1344.09,39.13,2.33,0.08,3.78,0.06,4.62,250.15,140.74,349.14,41.26,38.68,294.64,64.12,53.58,45.87,374.81,74.62,16.15,43.66,46.82,82.69,92.5,145.94,44.84
103,PD4,PD10004-4,F17,4,17.7,52.76,1.85,13.6,0.67,504.9,806.48,70.64,1.52,10.48,13.73,0.02,1.82,5.95,1.19,0.0,11594.47,146.71,17.2,17.93,51.25,1344.09,39.13,2.33,0.08,3.78,0.06,4.62,250.15,140.74,349.14,41.26,38.68,294.64,64.12,53.58,45.87,374.81,74.62,16.15,43.66,46.82,82.69,92.5,145.94,44.84
104,PD4,PD10004-5,F17,4,17.7,52.76,1.85,13.6,0.67,504.9,806.48,70.64,1.52,10.48,13.73,0.02,1.82,5.95,1.19,0.0,11594.47,146.71,17.2,17.93,51.25,1344.09,39.13,2.33,0.08,3.78,0.06,4.62,250.15,140.74,349.14,41.26,38.68,294.64,64.12,53.58,45.87,374.81,74.62,16.15,43.66,46.82,82.69,92.5,145.94,44.84
105,PD4,PD10004-6,F17,4,17.7,52.76,1.85,13.6,0.67,504.9,806.48,70.64,1.52,10.48,13.73,0.02,1.82,5.95,1.19,0.0,11594.47,146.71,17.2,17.93,51.25,1344.09,39.13,2.33,0.08,3.78,0.06,4.62,250.15,140.74,349.14,41.26,38.68,294.64,64.12,53.58,45.87,374.81,74.62,16.15,43.66,46.82,82.69,92.5,145.94,44.84
110,PD6,PD10006-1,F19,4,20.0,51.56,1.88,13.79,0.66,554.9,788.41,69.57,1.76,12.28,13.75,0.01,3.05,6.84,1.5,0.0,7881.78,123.54,12.14,13.12,46.08,942.67,33.5,0.83,0.11,3.31,0.05,3.96,171.42,111.86,257.1,32.29,39.62,246.4,75.98,55.31,42.51,275.76,80.3,20.1,45.01,51.84,82.47,86.73,93.2,46.69
111,PD6,PD10006-2,F19,4,20.0,51.56,1.88,13.79,0.66,554.9,788.41,69.57,1.76,12.28,13.75,0.01,3.05,6.84,1.5,0.0,7881.78,123.54,12.14,13.12,46.08,942.67,33.5,0.83,0.11,3.31,0.05,3.96,171.42,111.86,257.1,32.29,39.62,246.4,75.98,55.31,42.51,275.76,80.3,20.1,45.01,51.84,82.47,86.73,93.2,46.69
112,PD6,PD10006-3,F19,4,20.0,51.56,1.88,13.79,0.66,554.9,788.41,69.57,1.76,12.28,13.75,0.01,3.05,6.84,1.5,0.0,7881.78,123.54,12.14,13.12,46.08,942.67,33.5,0.83,0.11,3.31,0.05,3.96,171.42,111.86,257.1,32.29,39.62,246.4,75.98,55.31,42.51,275.76,80.3,20.1,45.01,51.84,82.47,86.73,93.2,46.69
113,PD7,PD10007-1,F20,4,17.0,48.92,1.71,12.39,0.67,486.1,674.17,82.77,2.07,14.65,15.06,0.03,1.73,6.25,1.36,0.0,8686.64,119.12,12.63,15.76,49.0,973.69,28.23,1.43,0.1,3.26,0.06,4.28,129.99,51.98,228.26,26.84,22.91,155.71,43.08,31.83,28.81,123.11,52.07,13.14,28.4,31.33,55.11,65.51,111.5,33.49
114,PD7,PD10007-2,F20,4,17.0,48.92,1.71,12.39,0.67,486.1,674.17,82.77,2.07,14.65,15.06,0.03,1.73,6.25,1.36,0.0,8686.64,119.12,12.63,15.76,49.0,973.69,28.23,1.43,0.1,3.26,0.06,4.28,129.99,51.98,228.26,26.84,22.91,155.71,43.08,31.83,28.81,123.11,52.07,13.14,28.4,31.33,55.11,65.51,111.5,33.49
115,PD7,PD10007-3,F20,4,17.0,48.92,1.71,12.39,0.67,486.1,674.17,82.77,2.07,14.65,15.06,0.03,1.73,6.25,1.36,0.0,8686.64,119.12,12.63,15.76,49.0,973.69,28.23,1.43,0.1,3.26,0.06,4.28,129.99,51.98,228.26,26.84,22.91,155.71,43.08,31.83,28.81,123.11,52.07,13.14,28.4,31.33,55.11,65.51,111.5,33.49
116,PD7,PD10007-4,F20,4,17.0,48.92,1.71,12.39,0.67,486.1,674.17,82.77,2.07,14.65,15.06,0.03,1.73,6.25,1.36,0.0,8686.64,119.12,12.63,15.76,49.0,973.69,28.23,1.43,0.1,3.26,0.06,4.28,129.99,51.98,228.26,26.84,22.91,155.71,43.08,31.83,28.81,123.11,52.07,13.14,28.4,31.33,55.11,65.51,111.5,33.49
117,ML7001,ML7001-1,F21,5,15.0,56.02,0.7,15.48,0.69,323.8,607.55,55.04,1.99,14.03,13.04,0.02,0.99,6.31,1.49,0.01,9652.07,168.42,15.09,13.32,60.13,1224.59,28.14,0.0,0.1,2.67,0.02,3.58,90.6,54.91,176.8,22.23,22.3,130.1,40.9,31.48,28.55,132.51,39.93,10.07,22.56,23.31,37.91,53.3,78.37,21.01
118,ML7001,ML7001-2,F21,5,15.0,56.02,0.7,15.48,0.69,323.8,607.55,55.04,1.99,14.03,13.04,0.02,0.99,6.31,1.49,0.01,9652.07,168.42,15.09,13.32,60.13,1224.59,28.14,0.0,0.1,2.67,0.02,3.58,90.6,54.91,176.8,22.23,22.3,130.1,40.9,31.48,28.55,132.51,39.93,10.07,22.56,23.31,37.91,53.3,78.37,21.01
119,ML7001,ML7001-3,F21,5,15.0,56.02,0.7,15.48,0.69,323.8,607.55,55.04,1.99,14.03,13.04,0.02,0.99,6.31,1.49,0.01,9652.07,168.42,15.09,13.32,60.13,1224.59,28.14,0.0,0.1,2.67,0.02,3.58,90.6,54.91,176.8,22.23,22.3,130.1,40.9,31.48,28.55,132.51,39.93,10.07,22.56,23.31,37.91,53.3,78.37,21.01
120,ML7001,ML7001-4,F21,5,15.0,56.02,0.7,15.48,0.69,323.8,607.55,55.04,1.99,14.03,13.04,0.02,0.99,6.31,1.49,0.01,9652.07,168.42,15.09,13.32,60.13,1224.59,28.14,0.0,0.1,2.67,0.02,3.58,90.6,54.91,176.8,22.23,22.3,130.1,40.9,31.48,28.55,132.51,39.93,10.07,22.56,23.31,37.91,53.3,78.37,21.01
121,ML7001,ML7001-5,F21,5,15.0,56.02,0.7,15.48,0.69,323.8,607.55,55.04,1.99,14.03,13.04,0.02,0.99,6.31,1.49,0.01,9652.07,168.42,15.09,13.32,60.13,1224.59,28.14,0.0,0.1,2.67,0.02,3.58,90.6,54.91,176.8,22.23,22.3,130.1,40.9,31.48,28.55,132.51,39.93,10.07,22.56,23.31,37.91,53.3,78.37,21.01
126,ML8001,ML8001-1,F23,5,16.0,54.2,1.52,13.02,0.68,406.7,571.99,46.04,2.68,19.22,15.01,0.03,1.49,6.68,1.29,0.01,10792.79,160.19,14.9,13.14,48.44,1134.65,33.49,2.61,0.12,3.25,0.04,4.06,123.05,49.31,214.66,24.45,25.97,189.58,46.13,37.16,30.93,137.16,51.9,15.24,29.25,32.0,53.9,75.29,81.74,45.47
127,ML8001,ML8001-2,F23,5,16.0,54.2,1.52,13.02,0.68,406.7,571.99,46.04,2.68,19.22,15.01,0.03,1.49,6.68,1.29,0.01,10792.79,160.19,14.9,13.14,48.44,1134.65,33.49,2.61,0.12,3.25,0.04,4.06,123.05,49.31,214.66,24.45,25.97,189.58,46.13,37.16,30.93,137.16,51.9,15.24,29.25,32.0,53.9,75.29,81.74,45.47
128,ML8001,ML8001-3,F23,5,16.0,54.2,1.52,13.02,0.68,406.7,571.99,46.04,2.68,19.22,15.01,0.03,1.49,6.68,1.29,0.01,10792.79,160.19,14.9,13.14,48.44,1134.65,33.49,2.61,0.12,3.25,0.04,4.06,123.05,49.31,214.66,24.45,25.97,189.58,46.13,37.16,30.93,137.16,51.9,15.24,29.25,32.0,53.9,75.29,81.74,45.47
129,ML8001,ML8001-4,F23,5,16.0,54.2,1.52,13.02,0.68,406.7,571.99,46.04,2.68,19.22,15.01,0.03,1.49,6.68,1.29,0.01,10792.79,160.19,14.9,13.14,48.44,1134.65,33.49,2.61,0.12,3.25,0.04,4.06,123.05,49.31,214.66,24.45,25.97,189.58,46.13,37.16,30.93,137.16,51.9,15.24,29.25,32.0,53.9,75.29,81.74,45.47
130,ML8002,ML8002-1,F24,5,17.0,50.99,0.44,10.82,0.63,318.2,604.49,64.57,1.66,11.52,11.29,0.01,0.99,5.58,1.07,0.01,10770.44,138.84,16.84,16.76,41.84,1011.81,16.88,0.0,0.07,2.01,0.01,0.75,96.04,61.75,174.71,16.09,19.76,141.78,35.02,22.6,25.54,88.75,29.72,8.44,14.79,15.24,30.74,56.34,60.28,31.2
131,ML8002,ML8002-2,F24,5,17.0,50.99,0.44,10.82,0.63,318.2,604.49,64.57,1.66,11.52,11.29,0.01,0.99,5.58,1.07,0.01,10770.44,138.84,16.84,16.76,41.84,1011.81,16.88,0.0,0.07,2.01,0.01,0.75,96.04,61.75,174.71,16.09,19.76,141.78,35.02,22.6,25.54,88.75,29.72,8.44,14.79,15.24,30.74,56.34,60.28,31.2
132,ML8002,ML8002-3,F24,5,17.0,50.99,0.44,10.82,0.63,318.2,604.49,64.57,1.66,11.52,11.29,0.01,0.99,5.58,1.07,0.01,10770.44,138.84,16.84,16.76,41.84,1011.81,16.88,0.0,0.07,2.01,0.01,0.75,96.04,61.75,174.71,16.09,19.76,141.78,35.02,22.6,25.54,88.75,29.72,8.44,14.79,15.24,30.74,56.34,60.28,31.2
133,ML8002,ML8002-4,F24,5,17.0,50.99,0.44,10.82,0.63,318.2,604.49,64.57,1.66,11.52,11.29,0.01,0.99,5.58,1.07,0.01,10770.44,138.84,16.84,16.76,41.84,1011.81,16.88,0.0,0.07,2.01,0.01,0.75,96.04,61.75,174.71,16.09,19.76,141.78,35.02,22.6,25.54,88.75,29.72,8.44,14.79,15.24,30.74,56.34,60.28,31.2
134,ML8003,ML8003-1,F25,5,13.0,52.1,0.54,10.66,0.67,327.7,537.89,60.94,2.35,11.15,15.37,0.01,0.83,5.66,1.05,0.0,11859.01,167.24,19.72,25.93,48.64,1128.95,44.93,0.33,0.1,2.55,0.03,1.3,115.83,113.68,226.93,24.62,26.95,150.58,42.04,35.02,28.06,150.15,47.87,13.89,27.28,26.79,51.89,68.7,107.03,32.38
135,ML8003,ML8003-2,F25,5,13.0,52.1,0.54,10.66,0.67,327.7,537.89,60.94,2.35,11.15,15.37,0.01,0.83,5.66,1.05,0.0,11859.01,167.24,19.72,25.93,48.64,1128.95,44.93,0.33,0.1,2.55,0.03,1.3,115.83,113.68,226.93,24.62,26.95,150.58,42.04,35.02,28.06,150.15,47.87,13.89,27.28,26.79,51.89,68.7,107.03,32.38
136,ML8003,ML8003-3,F25,5,13.0,52.1,0.54,10.66,0.67,327.7,537.89,60.94,2.35,11.15,15.37,0.01,0.83,5.66,1.05,0.0,11859.01,167.24,19.72,25.93,48.64,1128.95,44.93,0.33,0.1,2.55,0.03,1.3,115.83,113.68,226.93,24.62,26.95,150.58,42.04,35.02,28.06,150.15,47.87,13.89,27.28,26.79,51.89,68.7,107.03,32.38
144,ML9001,ML9001-1,F28,5,16.0,54.76,1.51,13.67,0.69,350.0,507.58,44.13,2.99,14.36,15.29,0.0,1.0,5.97,1.41,0.01,8268.33,145.96,17.91,19.12,53.59,1590.71,36.0,1.32,0.06,2.28,0.03,1.72,92.55,55.07,210.01,24.65,29.67,136.71,48.11,41.81,30.01,145.43,60.91,15.67,41.61,39.63,67.74,77.79,284.27,34.54
145,ML9001,ML9001-2,F28,5,16.0,54.76,1.51,13.67,0.69,350.0,507.58,44.13,2.99,14.36,15.29,0.0,1.0,5.97,1.41,0.01,8268.33,145.96,17.91,19.12,53.59,1590.71,36.0,1.32,0.06,2.28,0.03,1.72,92.55,55.07,210.01,24.65,29.67,136.71,48.11,41.81,30.01,145.43,60.91,15.67,41.61,39.63,67.74,77.79,284.27,34.54
146,ML9001,ML9001-3,F28,5,16.0,54.76,1.51,13.67,0.69,350.0,507.58,44.13,2.99,14.36,15.29,0.0,1.0,5.97,1.41,0.01,8268.33,145.96,17.91,19.12,53.59,1590.71,36.0,1.32,0.06,2.28,0.03,1.72,92.55,55.07,210.01,24.65,29.67,136.71,48.11,41.81,30.01,145.43,60.91,15.67,41.61,39.63,67.74,77.79,284.27,34.54
147,ML9001,ML9001-4,F28,5,16.0,54.76,1.51,13.67,0.69,350.0,507.58,44.13,2.99,14.36,15.29,0.0,1.0,5.97,1.41,0.01,8268.33,145.96,17.91,19.12,53.59,1590.71,36.0,1.32,0.06,2.28,0.03,1.72,92.55,55.07,210.01,24.65,29.67,136.71,48.11,41.81,30.01,145.43,60.91,15.67,41.61,39.63,67.74,77.79,284.27,34.54
148,ML9001,ML9001-5,F28,5,16.0,54.76,1.51,13.67,0.69,350.0,507.58,44.13,2.99,14.36,15.29,0.0,1.0,5.97,1.41,0.01,8268.33,145.96,17.91,19.12,53.59,1590.71,36.0,1.32,0.06,2.28,0.03,1.72,92.55,55.07,210.01,24.65,29.67,136.71,48.11,41.81,30.01,145.43,60.91,15.67,41.61,39.63,67.74,77.79,284.27,34.54
149,ML9002 r2,ML9002-1,F29,5,15.5,53.22,1.01,13.8,0.7,313.1,679.7,27.43,2.27,10.75,14.81,0.03,1.74,6.44,1.22,0.01,11609.81,188.84,21.77,16.26,44.99,1458.09,43.97,0.23,0.05,1.1,0.0,0.83,69.52,51.68,179.59,18.33,17.88,74.5,33.82,23.21,23.71,68.34,35.62,9.47,20.88,20.72,37.38,52.2,153.31,17.54
150,ML9002 r2,ML9002-2,F29,5,15.5,53.22,1.01,13.8,0.7,313.1,679.7,27.43,2.27,10.75,14.81,0.03,1.74,6.44,1.22,0.01,11609.81,188.84,21.77,16.26,44.99,1458.09,43.97,0.23,0.05,1.1,0.0,0.83,69.52,51.68,179.59,18.33,17.88,74.5,33.82,23.21,23.71,68.34,35.62,9.47,20.88,20.72,37.38,52.2,153.31,17.54
151,ML9002 r2,ML9002-3,F29,5,15.5,53.22,1.01,13.8,0.7,313.1,679.7,27.43,2.27,10.75,14.81,0.03,1.74,6.44,1.22,0.01,11609.81,188.84,21.77,16.26,44.99,1458.09,43.97,0.23,0.05,1.1,0.0,0.83,69.52,51.68,179.59,18.33,17.88,74.5,33.82,23.21,23.71,68.34,35.62,9.47,20.88,20.72,37.38,52.2,153.31,17.54
152,ML9002 r2,ML9002-4,F29,5,15.5,53.22,1.01,13.8,0.7,313.1,679.7,27.43,2.27,10.75,14.81,0.03,1.74,6.44,1.22,0.01,11609.81,188.84,21.77,16.26,44.99,1458.09,43.97,0.23,0.05,1.1,0.0,0.83,69.52,51.68,179.59,18.33,17.88,74.5,33.82,23.21,23.71,68.34,35.62,9.47,20.88,20.72,37.38,52.2,153.31,17.54
153,ML9002 r2,ML9002-5,F29,5,15.5,53.22,1.01,13.8,0.7,313.1,679.7,27.43,2.27,10.75,14.81,0.03,1.74,6.44,1.22,0.01,11609.81,188.84,21.77,16.26,44.99,1458.09,43.97,0.23,0.05,1.1,0.0,0.83,69.52,51.68,179.59,18.33,17.88,74.5,33.82,23.21,23.71,68.34,35.62,9.47,20.88,20.72,37.38,52.2,153.31,17.54
154,ML9002 r2,ML9002-6,F29,5,15.5,53.22,1.01,13.8,0.7,313.1,679.7,27.43,2.27,10.75,14.81,0.03,1.74,6.44,1.22,0.01,11609.81,188.84,21.77,16.26,44.99,1458.09,43.97,0.23,0.05,1.1,0.0,0.83,69.52,51.68,179.59,18.33,17.88,74.5,33.82,23.21,23.71,68.34,35.62,9.47,20.88,20.72,37.38,52.2,153.31,17.54
155,PT1,PT12001-1,F30,2,12.0,52.31,0.94,12.87,0.65,562.9,362.76,62.42,2.57,12.32,13.67,0.02,2.37,5.9,1.14,0.01,8998.73,178.4,17.35,30.23,69.28,1068.97,34.7,2.88,0.13,1.97,0.03,3.63,129.02,134.07,270.67,31.42,35.5,175.29,61.33,51.28,34.45,176.95,72.78,17.55,51.62,46.03,78.2,96.36,155.5,36.0
156,PT1,PT12001-2,F30,2,12.0,52.31,0.94,12.87,0.65,562.9,362.76,62.42,2.57,12.32,13.67,0.02,2.37,5.9,1.14,0.01,8998.73,178.4,17.35,30.23,69.28,1068.97,34.7,2.88,0.13,1.97,0.03,3.63,129.02,134.07,270.67,31.42,35.5,175.29,61.33,51.28,34.45,176.95,72.78,17.55,51.62,46.03,78.2,96.36,155.5,36.0
157,PT1,PT12001-3,F30,2,12.0,52.31,0.94,12.87,0.65,562.9,362.76,62.42,2.57,12.32,13.67,0.02,2.37,5.9,1.14,0.01,8998.73,178.4,17.35,30.23,69.28,1068.97,34.7,2.88,0.13,1.97,0.03,3.63,129.02,134.07,270.67,31.42,35.5,175.29,61.33,51.28,34.45,176.95,72.78,17.55,51.62,46.03,78.2,96.36,155.5,36.0
158,PT1,PT12001-4,F30,2,12.0,52.31,0.94,12.87,0.65,562.9,362.76,62.42,2.57,12.32,13.67,0.02,2.37,5.9,1.14,0.01,8998.73,178.4,17.35,30.23,69.28,1068.97,34.7,2.88,0.13,1.97,0.03,3.63,129.02,134.07,270.67,31.42,35.5,175.29,61.33,51.28,34.45,176.95,72.78,17.55,51.62,46.03,78.2,96.36,155.5,36.0
159,PT1,PT12001-5,F30,2,12.0,52.31,0.94,12.87,0.65,562.9,362.76,62.42,2.57,12.32,13.67,0.02,2.37,5.9,1.14,0.01,8998.73,178.4,17.35,30.23,69.28,1068.97,34.7,2.88,0.13,1.97,0.03,3.63,129.02,134.07,270.67,31.42,35.5,175.29,61.33,51.28,34.45,176.95,72.78,17.55,51.62,46.03,78.2,96.36,155.5,36.0
160,PT1,PT12001-6,F30,2,12.0,52.31,0.94,12.87,0.65,562.9,362.76,62.42,2.57,12.32,13.67,0.02,2.37,5.9,1.14,0.01,8998.73,178.4,17.35,30.23,69.28,1068.97,34.7,2.88,0.13,1.97,0.03,3.63,129.02,134.07,270.67,31.42,35.5,175.29,61.33,51.28,34.45,176.95,72.78,17.55,51.62,46.03,78.2,96.36,155.5,36.0
161,PT1,PT12001-7,F30,2,12.0,52.31,0.94,12.87,0.65,562.9,362.76,62.42,2.57,12.32,13.67,0.02,2.37,5.9,1.14,0.01,8998.73,178.4,17.35,30.23,69.28,1068.97,34.7,2.88,0.13,1.97,0.03,3.63,129.02,134.07,270.67,31.42,35.5,175.29,61.33,51.28,34.45,176.95,72.78,17.55,51.62,46.03,78.2,96.36,155.5,36.0
